,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,nursery,internet,traveltime_avg,studytime_avg,failures_avg,famrel_avg,freetime_avg,goout_avg,Dalc_avg,Walc_avg,health_avg,absences_avg,guardian_combined,schoolsup_combined,famsup_combined,paid_combined,activities_combined,higher_combined,romantic_combined,G1_avg,G2_avg,G3_avg
322,GP,F,17,U,GT3,T,4,4,teacher,services,course,yes,yes,1,3,0,5,4,4,1,3,4,4,mother,no,yes,Unknown,yes,yes,no,11.5,10.5,11.0
323,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,no,yes,2,3,0,4,3,3,1,2,4,4,mother,no,yes,Unknown,no,yes,yes,14.5,14.0,14.5
324,GP,M,18,U,LE3,T,2,2,other,other,course,yes,yes,1,4,0,4,5,5,2,4,5,1,mother,no,yes,Unknown,yes,yes,no,10.0,9.5,10.0
325,GP,F,17,R,GT3,T,2,4,at_home,other,course,yes,yes,1,3,0,4,4,3,1,1,5,4,father,no,yes,no,no,yes,yes,13.5,14.5,14.5
326,GP,F,18,U,GT3,T,3,3,services,services,home,yes,yes,1,2,0,5,3,4,1,1,4,4,mother,no,no,no,yes,yes,no,8.5,5.5,6.0
327,GP,F,18,U,LE3,T,2,2,other,other,home,no,yes,1,2,0,4,3,3,1,1,2,0,other,no,no,no,yes,yes,yes,9.0,8.5,6.0
328,GP,F,18,R,GT3,T,2,2,at_home,other,course,yes,no,2,4,0,4,4,4,1,1,4,3,mother,no,no,no,yes,yes,no,12.0,11.0,7.0
329,GP,F,17,U,GT3,T,3,4,services,other,course,yes,yes,1,3,0,4,4,5,1,3,5,12,mother,no,no,no,no,yes,no,13.5,14.0,14.5
330,GP,F,17,U,GT3,T,3,2,other,other,home,yes,yes,1,2,0,4,3,2,2,3,2,0,mother,no,yes,Unknown,no,yes,yes,9.5,10.5,7.5
331,GP,F,18,U,LE3,T,3,3,services,services,home,yes,yes,1,4,0,5,3,3,1,1,1,6,mother,no,yes,no,no,yes,no,15.0,14.5,16.0
332,GP,F,17,R,GT3,A,3,2,other,other,home,yes,yes,1,2,0,4,3,3,2,3,2,2,mother,no,yes,Unknown,no,yes,no,11.5,12.0,13.0
333,GP,M,18,U,GT3,T,4,4,teacher,services,home,yes,yes,2,2,0,4,2,4,2,3,2,3,Unknown,no,Unknown,no,yes,yes,no,10.5,11.0,6.0
334,GP,M,18,U,GT3,T,4,4,teacher,services,home,yes,yes,1,2,0,4,3,3,2,2,2,0,father,no,yes,no,yes,yes,no,11.0,11.0,6.5
335,GP,M,18,U,LE3,T,3,4,services,other,home,yes,yes,1,2,0,4,3,3,1,3,5,8,mother,no,no,no,yes,yes,yes,16.0,15.5,16.0
336,GP,F,17,U,GT3,A,2,2,at_home,at_home,home,yes,yes,1,2,0,3,3,1,1,2,4,9,father,no,yes,no,no,yes,yes,9.5,10.0,7.0
337,GP,F,18,U,GT3,T,2,3,at_home,other,course,yes,yes,1,3,0,4,3,3,1,2,3,2,mother,no,yes,no,no,yes,no,11.0,11.0,12.0
338,GP,F,18,U,GT3,T,3,2,other,services,other,yes,yes,1,3,0,5,4,3,2,3,1,6,mother,no,no,no,no,yes,yes,13.5,14.5,15.5
339,GP,M,18,R,GT3,T,4,3,teacher,services,course,yes,yes,1,3,0,5,3,2,1,2,4,6,mother,no,no,no,no,yes,yes,15.5,14.5,16.5
340,GP,M,18,U,GT3,T,4,3,teacher,other,course,yes,yes,1,3,0,5,4,5,2,3,5,0,mother,no,yes,Unknown,no,yes,yes,12.0,11.5,11.5
341,GP,F,17,U,GT3,T,4,3,health,other,reputation,yes,yes,1,3,0,4,4,3,1,3,4,0,mother,no,yes,Unknown,yes,yes,yes,12.0,13.5,14.0
342,MS,M,18,R,GT3,T,3,2,other,other,course,no,yes,2,1,0,2,5,5,5,5,5,9,mother,no,yes,no,no,yes,no,10.0,11.5,12.0
343,MS,M,19,R,GT3,T,1,1,other,services,home,yes,yes,3,2,2,5,4,4,3,3,2,8,other,no,no,no,no,yes,no,9.0,8.0,9.5
344,MS,M,17,U,GT3,T,3,3,health,other,course,yes,yes,2,2,0,4,5,4,2,3,3,3,mother,no,yes,Unknown,no,yes,no,10.5,11.0,11.5
345,MS,M,18,U,LE3,T,1,3,at_home,services,course,yes,yes,1,1,0,4,3,3,2,3,3,4,mother,no,no,no,no,no,yes,8.5,8.5,8.5
346,MS,M,19,R,GT3,T,1,1,other,other,home,yes,yes,3,1,1,4,4,4,3,3,5,4,other,no,yes,no,no,yes,no,8.0,8.5,9.0
347,MS,M,17,R,GT3,T,4,3,services,other,home,no,yes,2,2,0,4,5,5,1,3,2,4,mother,no,yes,yes,yes,yes,yes,11.5,11.0,11.0
348,MS,F,18,U,GT3,T,3,3,services,services,course,yes,no,1,2,0,5,3,4,1,1,5,0,father,no,yes,no,no,yes,yes,10.0,9.5,9.5
349,MS,F,17,R,GT3,T,4,4,teacher,services,other,yes,yes,2,2,0,4,3,3,1,2,5,3,father,no,yes,yes,yes,yes,no,12.0,12.5,12.5
350,MS,F,17,U,LE3,A,3,2,services,other,reputation,yes,no,2,2,0,1,2,3,1,2,5,1,mother,no,no,no,no,yes,yes,13.5,13.0,13.0
351,MS,M,18,U,LE3,T,1,1,other,services,home,no,yes,2,1,0,3,3,2,1,2,3,3,father,no,no,no,no,yes,yes,12.0,11.5,12.0
352,MS,F,18,U,LE3,T,1,1,at_home,services,course,yes,yes,2,3,0,5,3,2,1,1,4,0,father,no,no,no,no,yes,no,18.5,16.5,17.0
353,MS,F,18,U,GT3,T,3,3,services,services,other,yes,yes,2,2,0,4,3,2,1,3,3,3,mother,no,yes,no,no,yes,yes,12.0,11.5,11.5
354,MS,F,17,U,LE3,T,4,4,at_home,at_home,course,yes,yes,1,2,0,2,3,4,1,1,1,2,mother,no,yes,Unknown,yes,yes,yes,15.5,14.5,15.0
355,MS,F,17,R,GT3,T,1,2,other,services,course,no,no,2,2,0,3,2,2,1,2,3,0,father,no,no,no,no,yes,no,12.5,12.0,12.5
356,MS,M,18,R,GT3,T,1,3,at_home,other,course,yes,no,2,2,0,3,3,4,2,4,3,2,mother,no,yes,yes,no,yes,no,9.0,10.0,9.5
357,MS,M,18,U,LE3,T,4,4,teacher,services,other,yes,yes,2,3,0,4,2,2,2,2,5,0,mother,no,no,Unknown,no,yes,yes,14.0,14.5,14.5
358,MS,F,17,R,GT3,T,1,1,other,services,reputation,yes,yes,3,1,1,5,2,1,1,2,1,0,mother,no,yes,Unknown,no,yes,yes,7.5,7.0,4.5
359,MS,F,18,U,GT3,T,2,3,at_home,services,course,yes,yes,2,1,0,5,2,3,1,2,4,0,father,no,yes,Unknown,no,yes,yes,10.5,10.0,10.0
360,MS,F,18,R,GT3,T,4,4,other,teacher,other,no,yes,3,2,0,3,2,2,4,2,5,5,father,no,yes,Unknown,no,yes,yes,10.5,8.5,5.5
361,MS,M,18,R,LE3,T,1,2,at_home,services,other,yes,yes,3,1,0,4,3,3,2,3,3,3,father,no,yes,Unknown,yes,no,yes,11.5,11.0,11.0
362,MS,F,17,U,GT3,T,2,2,other,at_home,home,yes,no,1,3,0,3,4,3,1,1,3,8,mother,no,no,no,yes,yes,yes,11.5,11.0,11.5
363,MS,F,17,R,GT3,T,1,2,other,other,course,yes,yes,1,1,0,3,5,5,1,3,1,9,mother,no,no,no,yes,yes,no,6.5,6.5,7.0
364,MS,F,18,R,LE3,T,4,4,other,other,reputation,yes,yes,2,3,0,5,4,4,1,1,1,0,mother,no,no,no,no,yes,no,17.0,17.5,18.0
365,MS,F,18,R,GT3,T,1,1,other,other,home,yes,yes,4,3,0,4,3,2,1,2,4,3,mother,no,no,no,no,yes,no,9.0,9.5,11.0
366,MS,F,18,R,LE3,T,4,4,teacher,services,course,yes,yes,1,2,0,5,4,3,3,4,2,2,mother,no,no,Unknown,yes,yes,no,10.5,11.5,12.0
367,MS,F,18,U,GT3,T,3,3,other,other,home,yes,yes,1,2,0,4,1,3,1,2,1,0,mother,no,no,Unknown,no,yes,yes,15.5,15.5,15.5
368,MS,F,17,R,GT3,T,3,1,at_home,other,reputation,no,yes,1,2,0,4,5,4,2,3,1,14,mother,no,yes,Unknown,yes,yes,no,9.0,9.5,9.5
369,MS,M,18,U,GT3,T,4,4,teacher,teacher,home,no,yes,1,2,0,3,2,4,1,4,2,4,father,no,no,Unknown,yes,yes,no,16.0,16.0,16.5
370,MS,M,18,R,GT3,T,2,1,other,other,other,no,yes,2,1,0,4,4,3,1,3,5,2,mother,no,no,no,yes,yes,yes,7.0,6.5,3.5
371,MS,M,17,U,GT3,T,2,3,other,services,home,yes,yes,2,2,0,4,4,3,1,1,3,3,father,no,no,no,yes,yes,no,12.5,13.0,13.0
372,MS,M,19,R,GT3,T,1,1,other,services,other,yes,no,2,1,1,4,3,2,1,3,5,0,mother,no,no,no,no,yes,no,5.5,6.5,0.0
373,MS,M,18,R,GT3,T,4,2,other,other,home,yes,no,2,1,1,5,4,3,4,3,3,7,father,no,no,yes,no,yes,no,6.5,6.0,2.5
374,MS,F,18,R,GT3,T,2,2,at_home,other,other,yes,no,2,3,0,5,3,3,1,3,4,1,mother,no,no,Unknown,no,yes,no,12.0,13.0,12.5
375,MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,yes,yes,3,1,0,4,4,3,2,2,5,6,mother,no,yes,Unknown,yes,yes,yes,6.5,7.0,8.0
376,MS,F,19,R,GT3,T,2,3,services,other,course,no,yes,1,3,1,5,4,2,1,2,5,2,mother,no,no,no,yes,yes,no,8.5,8.0,5.0
377,MS,F,18,U,LE3,T,3,1,teacher,services,course,yes,yes,1,2,0,4,3,4,1,1,1,2,mother,no,yes,Unknown,no,yes,no,11.0,12.0,12.0
378,MS,F,18,U,GT3,T,1,1,other,other,course,yes,no,2,2,2,2,2,2,2,2,5,2,mother,no,no,no,yes,yes,Unknown,6.5,6.5,3.5
379,MS,F,18,U,GT3,T,1,1,other,other,course,yes,no,2,2,0,1,1,1,1,1,5,3,mother,no,no,no,yes,yes,no,8.5,8.5,4.5
380,MS,M,17,U,LE3,T,3,1,services,services,course,no,yes,2,1,0,2,4,5,3,4,2,4,mother,no,no,no,no,yes,no,12.0,13.0,13.0
381,MS,M,18,R,LE3,T,3,2,services,other,course,no,yes,3,1,0,4,4,1,3,4,5,2,mother,no,no,no,no,yes,no,10.5,11.5,10.5
